hu_ngram,n,en_word,en_pron,cost,count
disc,1,dish,d ɪ ʃ,0.84,1
dise,1,dish,d ɪ ʃ,0.84,1
don't,1,dawn,d ɔ n,0.84,1
done,1,dawn,d ɔ n,0.84,1
dont,1,dawn,d ɔ n,0.84,1
exe,1,x,ɛ k s,0.84,1
file,1,fill,f ɪ l,0.84,1
fish,1,fish,f ɪ ʃ,0.84,1
fith,1,fit,f ɪ t,0.84,1
fiti,1,fit,f ɪ t,0.84,1
fl,1,fly,f l aɪ,0.84,1
folk,1,fall,f ɔ l,0.84,1
foto,1,fought,f ɔ t,0.84,1
fu,1,full,f ʊ l,0.84,1
hele,1,hell,h ɛ l,0.84,1
helm,1,hell,h ɛ l,0.84,1
help,1,hell,h ɛ l,0.84,1
hills,1,hill,h ɪ l,0.84,1
hipo,1,hip,h ɪ p,0.84,1
hole,1,hall,h ɔ l,0.84,1
hols,1,hall,h ɔ l,0.84,1
hong,1,hong,h ɔ ŋ,0.84,1
hugh,1,hook,h ʊ k,0.84,1
hype,1,hip,h ɪ p,0.84,1
ings,1,inc,ɪ ŋ k,0.84,1
inka,1,inc,ɪ ŋ k,0.84,1
kend,1,ken,k ɛ n,0.84,1
kene,1,ken,k ɛ n,0.84,1
kens,1,ken,k ɛ n,0.84,1
kenu,1,ken,k ɛ n,0.84,1
kiki,1,kick,k ɪ k,0.84,1
kills,1,kill,k ɪ l,0.84,1
kimó,1,kim,k ɪ m,0.84,1
kite,1,kit,k ɪ t,0.84,1
kuka,1,cook,k ʊ k,0.84,1
kuká,1,cook,k ʊ k,0.84,1
kyle,1,kill,k ɪ l,0.84,1
let's,1,let,l ɛ t,0.84,1
leté,1,let,l ɛ t,0.84,1
lips,1,lip,l ɪ p,0.84,1
lite,1,lit,l ɪ t,0.84,1
lola,1,lol,l ɔ l,0.84,1
long,1,long,l ɔ ŋ,0.84,1
lu,1,look,l ʊ k,0.84,1
luke,1,look,l ʊ k,0.84,1
lye,1,yet,j ɛ t,0.84,1
lyeszt,1,yes,j ɛ s,0.84,1
mens,1,men,m ɛ n,0.84,1
menu,1,men,m ɛ n,0.84,1
meta,1,met,m ɛ t,0.84,1
mete,1,met,m ɛ t,0.84,1
midi,1,mid,m ɪ d,0.84,1
mika,1,mc,m ɪ k,0.84,1
mike,1,mc,m ɪ k,0.84,1
miki,1,mc,m ɪ k,0.84,1
mikó,1,mc,m ɪ k,0.84,1
mile,1,mill,m ɪ l,0.84,1
mills,1,mill,m ɪ l,0.84,1
milo,1,mill,m ɪ l,0.84,1
mina,1,min,m ɪ n,0.84,1
mizu,1,ms,m ɪ z,0.84,1
neth,1,net,n ɛ t,0.84,1
nike,1,nick,n ɪ k,0.84,1
niki,1,nick,n ɪ k,0.84,1
niko,1,nick,n ɪ k,0.84,1
peni,1,pen,p ɛ n,0.84,1
peti,1,pet,p ɛ t,0.84,1
pető,1,pet,p ɛ t,0.84,1
pike,1,pick,p ɪ k,0.84,1
pina,1,pin,p ɪ n,0.84,1
pine,1,pin,p ɪ n,0.84,1
pint,1,pin,p ɪ n,0.84,1
pite,1,pit,p ɪ t,0.84,1
piti,1,pit,p ɪ t,0.84,1
pl,1,play,p l eɪ,0.84,1
polc,1,paul,p ɔ l,0.84,1
pole,1,paul,p ɔ l,0.84,1
polo,1,paul,p ɔ l,0.84,1
pu,1,put,p ʊ t,0.84,1
push,1,push,p ʊ ʃ,0.84,1
sith,1,shit,ʃ ɪ t,0.84,1
szeni,1,sen,s ɛ n,0.84,1
szensz,1,sen,s ɛ n,0.84,1
szk,1,sky,s k aɪ,0.84,1
szt,1,stay,s t eɪ,0.84,1
teke,1,tech,t ɛ k,0.84,1
telg,1,tell,t ɛ l,0.84,1
tequ,1,tech,t ɛ k,0.84,1
toki,1,talk,t ɔ k,0.84,1
told,1,tall,t ɔ l,0.84,1
toto,1,taught,t ɔ t,0.84,1
köz,1,co,k oʊ,0.86,239
tör,1,toe,t oʊ,0.86,181
kör,1,co,k oʊ,0.86,103
köv,1,co,k oʊ,0.86,71
tök,1,toe,t oʊ,0.86,18
könny,1,co,k oʊ,0.86,17
löv,1,low,l oʊ,0.86,16
önt,1,own,oʊ n,0.86,15
szög,1,so,s oʊ,0.86,14
szök,1,so,s oʊ,0.86,13
töb,1,toe,t oʊ,0.86,13
kösz,1,co,k oʊ,0.86,12
köny,1,co,k oʊ,0.86,11
ször,1,so,s oʊ,0.86,10
höz,1,ho,h oʊ,0.86,9
kön,1,co,k oʊ,0.86,9
sör,1,show,ʃ oʊ,0.86,7
gyöny,1,joe,dʒ oʊ,0.86,6
szöv,1,so,s oʊ,0.86,6
töz,1,toe,t oʊ,0.86,6
lök,1,low,l oʊ,0.86,5
söt,1,show,ʃ oʊ,0.86,4
györ,1,joe,dʒ oʊ,0.86,3
töm,1,toe,t oʊ,0.86,3
gyöm,1,joe,dʒ oʊ,0.86,2
gyöt,1,joe,dʒ oʊ,0.86,2
hök,1,ho,h oʊ,0.86,2
kös,1,co,k oʊ,0.86,2
löny,1,low,l oʊ,0.86,2
nöm,1,no,n oʊ,0.86,2
hör,1,ho,h oʊ,0.86,1
köb,1,co,k oʊ,0.86,1
lött,1,low,l oʊ,0.86,1
mög,1,mo,m oʊ,0.86,1
szöcs,1,so,s oʊ,0.86,1
szösz,1,so,s oʊ,0.86,1
töt,1,toe,t oʊ,0.86,1
töv,1,toe,t oʊ,0.86,1
klub,1,clue,k l u,0.89,16
kincs,1,keen,k i n,0.89,14
kulcs,1,cool,k u l,0.89,12
kins,1,keen,k i n,0.89,6
juli,1,you'll,j u l,0.89,3
liszt,1,lease,l i s,0.89,3
buta,1,boot,b u t,0.89,2
line,1,lean,l i n,0.89,2
lins,1,lean,l i n,0.89,2
side,1,she'd,ʃ i d,0.89,2
szkij,1,ski,s k i,0.89,2
blue,1,blue,b l u,0.89,1
butá,1,boot,b u t,0.89,1
dina,1,dean,d i n,0.89,1
dino,1,dean,d i n,0.89,1
duda,1,dude,d u d,0.89,1
dudá,1,dude,d u d,0.89,1
duke,1,duke,d u k,0.89,1
fizi,1,fees,f i z,0.89,1
hide,1,he'd,h i d,0.89,1
hume,1,whom,h u m,0.89,1
hyde,1,he'd,h i d,0.89,1
jude,1,you'd,j u d,0.89,1
judo,1,you'd,j u d,0.89,1
judy,1,you'd,j u d,0.89,1
juve,1,you've,j u v,0.89,1
kind,1,keen,k i n,0.89,1
kini,1,keen,k i n,0.89,1
kint,1,keen,k i n,0.89,1
kluz,1,clue,k l u,0.89,1
kulccs,1,cool,k u l,0.89,1
kult,1,cool,k u l,0.89,1
life,1,leaf,l i f,0.89,1
like,1,leak,l i k,0.89,1
lina,1,lean,l i n,0.89,1
lino,1,lean,l i n,0.89,1
live,1,leave,l i v,0.89,1
muda,1,mood,m u d,0.89,1
nude,1,nude,n u d,0.89,1
sidy,1,she'd,ʃ i d,0.89,1
silk,1,she'll,ʃ i l,0.89,1
size,1,she's,ʃ i z,0.89,1
suth,1,shoot,ʃ u t,0.89,1
suzy,1,shoes,ʃ u z,0.89,1
szupi,1,soup,s u p,0.89,1
tuna,1,tune,t u n,0.89,1
tune,1,tune,t u n,0.89,1
tölt,1,toll,t oʊ l,0.907,67
költ,1,coal,k oʊ l,0.907,12
hölgy,1,whole,h oʊ l,0.907,8
bölcs,1,bowl,b oʊ l,0.907,6
kölcs,1,coal,k oʊ l,0.907,5
tönz,1,tone,t oʊ n,0.907,3
köln,1,coal,k oʊ l,0.907,2
tölgy,1,toll,t oʊ l,0.907,2
fönt,1,phone,f oʊ n,0.907,1
hölggy,1,whole,h oʊ l,0.907,1
tölg,1,toll,t oʊ l,0.907,1
mu,1,move,m u v,0.915,2
szexu,1,sex,s ɛ k s,0.92,4
delta,1,dealt,d ɛ l t,0.92,1
hinta,1,hint,h ɪ n t,0.92,1
menta,1,meant,m ɛ n t,0.92,1
milka,1,milk,m ɪ l k,0.92,1
szelfi,1,self,s ɛ l f,0.92,1
szende,1,send,s ɛ n d,0.92,1
szte,1,step,s t ɛ p,0.92,1
öl,1,old,oʊ l d,0.94,64
pli,1,please,p l i z,0.97,4
föl,1,fold,f oʊ l d,0.987,14
dön,1,don't,d oʊ n t,0.987,4
rend,1,send,s ɛ n d,1.07,170
mond,1,mind,m aɪ n d,1.07,115
pont,1,point,p ɔɪ n t,1.07,115
test,1,tent,t ɛ n t,1.07,80
szerz,1,cells,s ɛ l z,1.07,46
jelz,1,tells,t ɛ l z,1.07,24
fest,1,felt,f ɛ l t,1.07,19
font,1,fault,f ɔ l t,1.07,19
kert,1,kent,k ɛ n t,1.07,17
keszt,1,kent,k ɛ n t,1.07,15
titk,1,tits,t ɪ t s,1.07,15
gyilk,1,milk,m ɪ l k,1.07,13
bont,1,burnt,b ɝ n t,1.07,12
lemz,1,legs,l ɛ g z,1.07,11
kelt,1,felt,f ɛ l t,1.07,10
szlov,1,slave,s l eɪ v,1.07,10
csend,1,send,s ɛ n d,1.07,9
blog,1,blog,b l ɔ g,1.07,8
cent,1,went,w ɛ n t,1.07,8
fejt,1,felt,f ɛ l t,1.07,8
ling,1,link,l ɪ ŋ k,1.07,8
teszt,1,tent,t ɛ n t,1.07,8
flik,1,click,k l ɪ k,1.07,6
bert,1,belt,b ɛ l t,1.07,5
feksz,1,sex,s ɛ k s,1.07,5
foszt,1,fault,f ɔ l t,1.07,5
fred,1,fled,f l ɛ d,1.07,5
ütem,1,stem,s t ɛ m,1.07,5
blokk,1,blog,b l ɔ g,1.07,4
lex,1,looks,l ʊ k s,1.07,4
step,1,step,s t ɛ p,1.07,4
komp,1,camp,k æ m p,1.07,3
lejt,1,left,l ɛ f t,1.07,3
nyugsz,1,looks,l ʊ k s,1.07,3
ping,1,pink,p ɪ ŋ k,1.07,3
plety,1,pledge,p l ɛ dʒ,1.07,3
szpon,1,spain,s p eɪ n,1.07,3
szter,1,step,s t ɛ p,1.07,3
beat,1,belt,b ɛ l t,1.07,2
blok,1,black,b l æ k,1.07,2
borz,1,balls,b ɔ l z,1.07,2
fojt,1,fault,f ɔ l t,1.07,2
fort,1,fault,f ɔ l t,1.07,2
keksz,1,sex,s ɛ k s,1.07,2
mert,1,meant,m ɛ n t,1.07,2
mex,1,makes,m eɪ k s,1.07,2
plik,1,click,k l ɪ k,1.07,2
plusz,1,place,p l eɪ s,1.07,2
skin,1,skin,s k ɪ n,1.07,2
spin,1,spin,s p ɪ n,1.07,2
szegz,1,cells,s ɛ l z,1.07,2
szert,1,sent,s ɛ n t,1.07,2
tunk,1,tank,t æ ŋ k,1.07,2
zsold,1,called,k ɔ l d,1.07,2
zsolt,1,fault,f ɔ l t,1.07,2
aux,1,looks,l ʊ k s,1.07,1
best,1,belt,b ɛ l t,1.07,1
bird,1,build,b ɪ l d,1.07,1
bled,1,blood,b l ʌ d,1.07,1
blem,1,blame,b l eɪ m,1.07,1
blet,1,bless,b l ɛ s,1.07,1
bliz,1,blues,b l u z,1.07,1
blow,1,blog,b l ɔ g,1.07,1
boksz,1,books,b ʊ k s,1.07,1
bond,1,band,b æ n d,1.07,1
box,1,books,b ʊ k s,1.07,1
cink,1,think,θ ɪ ŋ k,1.07,1
clif,1,cliff,k l ɪ f,1.07,1
clip,1,slip,s l ɪ p,1.07,1
cold,1,called,k ɔ l d,1.07,1
cox,1,talks,t ɔ k s,1.07,1
feat,1,felt,f ɛ l t,1.07,1
fect,1,felt,f ɛ l t,1.07,1
fekt,1,felt,f ɛ l t,1.07,1
find,1,find,f aɪ n d,1.07,1
fint,1,hint,h ɪ n t,1.07,1
flem,1,flesh,f l ɛ ʃ,1.07,1
flet,1,flight,f l aɪ t,1.07,1
fox,1,fix,f ɪ k s,1.07,1
fund,1,find,f aɪ n d,1.07,1
gipsz,1,tips,t ɪ p s,1.07,1
glik,1,click,k l ɪ k,1.07,1
gold,1,called,k ɔ l d,1.07,1
gyunk,1,junk,dʒ ʌ ŋ k,1.07,1
head,1,held,h ɛ l d,1.07,1
herd,1,held,h ɛ l d,1.07,1
kleb,1,club,k l ʌ b,1.07,1
klikk,1,click,k l ɪ k,1.07,1
klim,1,claim,k l eɪ m,1.07,1
klor,1,cloth,k l ɔ θ,1.07,1
krik,1,click,k l ɪ k,1.07,1
lert,1,left,l ɛ f t,1.07,1
mick,1,milk,m ɪ l k,1.07,1
mont,1,meant,m ɛ n t,1.07,1
pick,1,pink,p ɪ ŋ k,1.07,1
pler,1,pledge,p l ɛ dʒ,1.07,1
plett,1,pledge,p l ɛ dʒ,1.07,1
punk,1,pink,p ɪ ŋ k,1.07,1
rex,1,sex,s ɛ k s,1.07,1
rix,1,six,s ɪ k s,1.07,1
sex,1,sex,s ɛ k s,1.07,1
six,1,six,s ɪ k s,1.07,1
skip,1,skip,s k ɪ p,1.07,1
slim,1,slim,s l ɪ m,1.07,1
slip,1,slip,s l ɪ p,1.07,1
soft,1,shift,ʃ ɪ f t,1.07,1
solt,1,fault,f ɔ l t,1.07,1
stil,1,still,s t ɪ l,1.07,1
szept,1,sent,s ɛ n t,1.07,1
szken,1,skin,s k ɪ n,1.07,1
szkep,1,step,s t ɛ p,1.07,1
szten,1,step,s t ɛ p,1.07,1
tita,1,tits,t ɪ t s,1.07,1
trin,1,twin,t w ɪ n,1.07,1
twin,1,twin,t w ɪ n,1.07,1
velt,1,felt,f ɛ l t,1.07,1
szöul,1,school,s k u l,1.107,2
twit,1,tweet,t w i t,1.107,2
clin,1,clean,k l i n,1.107,1
foot,1,fault,f ɔ l t,1.107,1
oled,1,fled,f l ɛ d,1.107,1
opel,1,spell,s p ɛ l,1.107,1
plic,1,please,p l i z,1.107,1
tito,1,tits,t ɪ t s,1.107,1
zöld,1,told,t oʊ l d,1.12,13
böjt,1,bolt,b oʊ l t,1.12,3
kösd,1,cold,k oʊ l d,1.12,2
tönk,1,tank,t æ ŋ k,1.12,2
fölé,1,fold,f oʊ l d,1.12,1
meg,1,men,m ɛ n,1.24,1282
szer,1,said,s ɛ d,1.24,422
hely,1,head,h ɛ d,1.24,244
ter,1,tell,t ɛ l,1.24,244
het,1,get,g ɛ t,1.24,229
leg,1,let,l ɛ t,1.24,228
unk,1,inc,ɪ ŋ k,1.24,220
hoz,1,his,h ɪ z,1.24,196
koz,1,call,k ɔ l,1.24,187
kor,1,call,k ɔ l,1.24,186
vel,1,well,w ɛ l,1.24,184
kel,1,well,w ɛ l,1.24,161
kez,1,says,s ɛ z,1.24,159
tet,1,get,g ɛ t,1.24,153
len,1,when,w ɛ n,1.24,148
fej,1,fell,f ɛ l,1.24,143
fog,1,fall,f ɔ l,1.24,140
szem,1,some,s ʌ m,1.24,138
ked,1,could,k ʊ d,1.24,126
jel,1,well,w ɛ l,1.24,118
foly,1,fall,f ɔ l,1.24,100
hez,1,his,h ɪ z,1.24,96
kod,1,could,k ʊ d,1.24,92
vesz,1,yes,j ɛ s,1.24,89
csol,1,call,k ɔ l,1.24,85
kon,1,can,k æ n,1.24,84
nev,1,net,n ɛ t,1.24,84
for,1,fall,f ɔ l,1.24,81
ker,1,ken,k ɛ n,1.24,74
jog,1,y'all,j ɔ l,1.24,72
tes,1,tell,t ɛ l,1.24,71
zet,1,get,g ɛ t,1.24,69
ren,1,when,w ɛ n,1.24,59
vez,1,says,s ɛ z,1.24,59
mer,1,men,m ɛ n,1.24,57
dol,1,call,k ɔ l,1.24,56
gon,1,gone,g ɔ n,1.24,56
vet,1,get,g ɛ t,1.24,56
mel,1,well,w ɛ l,1.24,53
kom,1,come,k ʌ m,1.24,52
nem,1,them,ð ɛ m,1.24,50
gel,1,well,w ɛ l,1.24,49
tem,1,time,t aɪ m,1.24,49
nyil,1,will,w ɪ l,1.24,47
gyer,1,jeff,dʒ ɛ f,1.24,46
ber,1,bed,b ɛ d,1.24,45
fok,1,talk,t ɔ k,1.24,45
lel,1,well,w ɛ l,1.24,43
jon,1,gone,g ɔ n,1.24,42
fogy,1,fall,f ɔ l,1.24,41
tor,1,talk,t ɔ k,1.24,41
mek,1,make,m eɪ k,1.24,40
ton,1,talk,t ɔ k,1.24,40
tev,1,tell,t ɛ l,1.24,38
lem,1,them,ð ɛ m,1.24,37
mos,1,mall,m ɔ l,1.24,36
nyit,1,shit,ʃ ɪ t,1.24,36
seny,1,shell,ʃ ɛ l,1.24,36
ven,1,when,w ɛ n,1.24,36
bor,1,ball,b ɔ l,1.24,35
jegy,1,yet,j ɛ t,1.24,35
rel,1,well,w ɛ l,1.24,34
dem,1,them,ð ɛ m,1.24,33
forr,1,fall,f ɔ l,1.24,32
ing,1,inc,ɪ ŋ k,1.24,32
fer,1,fell,f ɛ l,1.24,31
gen,1,when,w ɛ n,1.24,31
jen,1,when,w ɛ n,1.24,31
mus,1,push,p ʊ ʃ,1.24,31
szeg,1,said,s ɛ d,1.24,31
dob,1,dog,d ɔ g,1.24,30
lek,1,like,l aɪ k,1.24,30
per,1,pet,p ɛ t,1.24,30
pusz,1,put,p ʊ t,1.24,30
fenn,1,fell,f ɛ l,1.24,29
lep,1,let,l ɛ t,1.24,29
tesz,1,tell,t ɛ l,1.24,29
get,1,get,g ɛ t,1.24,28
mely,1,men,m ɛ n,1.24,28
menny,1,men,m ɛ n,1.24,28
por,1,paul,p ɔ l,1.24,28
seb,1,web,w ɛ b,1.24,28
tec,1,tell,t ɛ l,1.24,28
fegy,1,fell,f ɛ l,1.24,27
hegy,1,head,h ɛ d,1.24,27
mon,1,man,m æ n,1.24,27
csel,1,well,w ɛ l,1.24,26
dok,1,talk,t ɔ k,1.24,24
toz,1,talk,t ɔ k,1.24,24
zen,1,when,w ɛ n,1.24,24
ged,1,said,s ɛ d,1.24,23
her,1,head,h ɛ d,1.24,23
hon,1,gone,g ɔ n,1.24,23
hossz,1,hall,h ɔ l,1.24,23
jes,1,yet,j ɛ t,1.24,23
nyez,1,says,s ɛ z,1.24,23
sen,1,when,w ɛ n,1.24,23
ved,1,said,s ɛ d,1.24,23
nok,1,talk,t ɔ k,1.24,22
csil,1,will,w ɪ l,1.24,21
med,1,said,s ɛ d,1.24,21
seg,1,shell,ʃ ɛ l,1.24,21
fek,1,fuck,f ʌ k,1.24,20
hor,1,hall,h ɔ l,1.24,20
megy,1,men,m ɛ n,1.24,20
zon,1,gone,g ɔ n,1.24,20
tett,1,tell,t ɛ l,1.24,19
mez,1,men,m ɛ n,1.24,18
tom,1,time,t aɪ m,1.24,18
vol,1,call,k ɔ l,1.24,18
bud,1,would,w ʊ d,1.24,17
busz,1,book,b ʊ k,1.24,17
cen,1,when,w ɛ n,1.24,17
con,1,gone,g ɔ n,1.24,17
doz,1,does,d ʌ z,1.24,17
feny,1,fell,f ɛ l,1.24,17
mell,1,men,m ɛ n,1.24,17
web,1,web,w ɛ b,1.24,17
zel,1,well,w ɛ l,1.24,17
col,1,call,k ɔ l,1.24,16
der,1,death,d ɛ θ,1.24,16
fun,1,full,f ʊ l,1.24,16
kos,1,call,k ɔ l,1.24,16
dor,1,dog,d ɔ g,1.24,15
jek,1,yet,j ɛ t,1.24,15
nom,1,name,n eɪ m,1.24,15
kocs,1,call,k ɔ l,1.24,14
moz,1,laws,l ɔ z,1.24,14
mut,1,might,m aɪ t,1.24,14
bot,1,but,b ʌ t,1.24,13
dez,1,does,d ʌ z,1.24,13
dom,1,dog,d ɔ g,1.24,13
ekt,1,x,ɛ k s,1.24,13
fesz,1,yes,j ɛ s,1.24,13
fon,1,fun,f ʌ n,1.24,13
hogy,1,hall,h ɔ l,1.24,13
kop,1,keep,k i p,1.24,13
lett,1,let,l ɛ t,1.24,13
negy,1,net,n ɛ t,1.24,13
teh,1,tell,t ɛ l,1.24,13
bev,1,bed,b ɛ d,1.24,12
bony,1,ball,b ɔ l,1.24,12
bur,1,book,b ʊ k,1.24,12
cel,1,well,w ɛ l,1.24,12
kegy,1,ken,k ɛ n,1.24,12
kell,1,ken,k ɛ n,1.24,12
kev,1,ken,k ɛ n,1.24,12
nel,1,well,w ɛ l,1.24,12
nep,1,net,n ɛ t,1.24,12
nov,1,nov,n oʊ v,1.24,12
ped,1,said,s ɛ d,1.24,12
tov,1,talk,t ɔ k,1.24,12
bef,1,bed,b ɛ d,1.24,11
des,1,death,d ɛ θ,1.24,11
lev,1,love,l ʌ v,1.24,11
mot,1,might,m aɪ t,1.24,11
pel,1,well,w ɛ l,1.24,11
pub,1,put,p ʊ t,1.24,11
sem,1,them,ð ɛ m,1.24,11
bej,1,bed,b ɛ d,1.24,10
feh,1,fell,f ɛ l,1.24,10
fes,1,fish,f ɪ ʃ,1.24,10
ler,1,let,l ɛ t,1.24,10
rik,1,pick,p ɪ k,1.24,10
szep,1,said,s ɛ d,1.24,10
becs,1,bed,b ɛ d,1.24,9
benn,1,bed,b ɛ d,1.24,9
degy,1,death,d ɛ θ,1.24,9
doll,1,dog,d ɔ g,1.24,9
gyel,1,well,w ɛ l,1.24,9
gyul,1,full,f ʊ l,1.24,9
hes,1,head,h ɛ d,1.24,9
koc,1,call,k ɔ l,1.24,9
koh,1,call,k ɔ l,1.24,9
les,1,let,l ɛ t,1.24,9
toj,1,talk,t ɔ k,1.24,9
bon,1,been,b ɪ n,1.24,8
deb,1,death,d ɛ θ,1.24,8
gim,1,him,h ɪ m,1.24,8
gul,1,full,f ʊ l,1.24,8
jer,1,yet,j ɛ t,1.24,8
kes,1,cash,k æ ʃ,1.24,8
mec,1,men,m ɛ n,1.24,8
mes,1,men,m ɛ n,1.24,8
mul,1,full,f ʊ l,1.24,8
nyel,1,well,w ɛ l,1.24,8
ox,1,x,ɛ k s,1.24,8
ref,1,jeff,dʒ ɛ f,1.24,8
rem,1,them,ð ɛ m,1.24,8
ser,1,shell,ʃ ɛ l,1.24,8
tej,1,tell,t ɛ l,1.24,8
fen,1,when,w ɛ n,1.24,7
kesz,1,case,k eɪ s,1.24,7
mem,1,them,ð ɛ m,1.24,7
mod,1,made,m eɪ d,1.24,7
ont,1,ain't,eɪ n t,1.24,7
ret,1,get,g ɛ t,1.24,7
rez,1,says,s ɛ z,1.24,7
szenny,1,said,s ɛ d,1.24,7
szes,1,said,s ɛ d,1.24,7
top,1,top,t ɑ p,1.24,7
zseb,1,web,w ɛ b,1.24,7
bocs,1,ball,b ɔ l,1.24,6
def,1,death,d ɛ θ,1.24,6
hom,1,him,h ɪ m,1.24,6
jobb,1,y'all,j ɔ l,1.24,6
kett,1,ken,k ɛ n,1.24,6
kov,1,call,k ɔ l,1.24,6
leh,1,let,l ɛ t,1.24,6
meny,1,men,m ɛ n,1.24,6
mosz,1,miss,m ɪ s,1.24,6
ned,1,said,s ɛ d,1.24,6
neh,1,net,n ɛ t,1.24,6
ner,1,net,n ɛ t,1.24,6
pon,1,gone,g ɔ n,1.24,6
segg,1,shell,ʃ ɛ l,1.24,6
teny,1,tell,t ɛ l,1.24,6
toll,1,talk,t ɔ k,1.24,6
zem,1,them,ð ɛ m,1.24,6
bec,1,bed,b ɛ d,1.24,5
cep,1,yep,j ɛ p,1.24,5
cet,1,get,g ɛ t,1.24,5
cson,1,gone,g ɔ n,1.24,5
dec,1,death,d ɛ θ,1.24,5
dev,1,death,d ɛ θ,1.24,5
ekv,1,x,ɛ k s,1.24,5
gil,1,will,w ɪ l,1.24,5
hos,1,hall,h ɔ l,1.24,5
kecs,1,ken,k ɛ n,1.24,5
kedd,1,ken,k ɛ n,1.24,5
kem,1,them,ð ɛ m,1.24,5
kot,1,thought,θ ɔ t,1.24,5
luc,1,look,l ʊ k,1.24,5
lyed,1,said,s ɛ d,1.24,5
non,1,known,n oʊ n,1.24,5
pop,1,paul,p ɔ l,1.24,5
posz,1,loss,l ɔ s,1.24,5
pot,1,put,p ʊ t,1.24,5
rek,1,check,tʃ ɛ k,1.24,5
rep,1,yep,j ɛ p,1.24,5
ril,1,will,w ɪ l,1.24,5
riv,1,give,g ɪ v,1.24,5
ron,1,gone,g ɔ n,1.24,5
teg,1,tell,t ɛ l,1.24,5
tos,1,talk,t ɔ k,1.24,5
civ,1,give,g ɪ v,1.24,4
csem,1,them,ð ɛ m,1.24,4
csip,1,ship,ʃ ɪ p,1.24,4
cuk,1,look,l ʊ k,1.24,4
cul,1,full,f ʊ l,1.24,4
dep,1,death,d ɛ θ,1.24,4
doh,1,dog,d ɔ g,1.24,4
feb,1,fell,f ɛ l,1.24,4
gesz,1,yes,j ɛ s,1.24,4
gol,1,call,k ɔ l,1.24,4
goz,1,laws,l ɔ z,1.24,4
heg,1,head,h ɛ d,1.24,4
hen,1,when,w ɛ n,1.24,4
hev,1,have,h æ v,1.24,4
jebb,1,yet,j ɛ t,1.24,4
jed,1,said,s ɛ d,1.24,4
job,1,y'all,j ɔ l,1.24,4
joh,1,y'all,j ɔ l,1.24,4
ket,1,get,g ɛ t,1.24,4
legy,1,let,l ɛ t,1.24,4
mor,1,mall,m ɔ l,1.24,4
nej,1,net,n ɛ t,1.24,4
nes,1,net,n ɛ t,1.24,4
ness,1,net,n ɛ t,1.24,4
nosz,1,nice,n aɪ s,1.24,4
not,1,not,n ɑ t,1.24,4
nyis,1,wish,w ɪ ʃ,1.24,4
pes,1,push,p ʊ ʃ,1.24,4
sek,1,check,tʃ ɛ k,1.24,4
szej,1,said,s ɛ d,1.24,4
tell,1,tell,t ɛ l,1.24,4
tess,1,tell,t ɛ l,1.24,4
tob,1,talk,t ɔ k,1.24,4
wel,1,well,w ɛ l,1.24,4
bea,1,bed,b ɛ d,1.24,3
bog,1,ball,b ɔ l,1.24,3
bos,1,ball,b ɔ l,1.24,3
cid,1,did,d ɪ d,1.24,3
cik,1,pick,p ɪ k,1.24,3
cin,1,been,b ɪ n,1.24,3
cis,1,wish,w ɪ ʃ,1.24,3
csen,1,when,w ɛ n,1.24,3
csok,1,talk,t ɔ k,1.24,3
dog,1,dog,d ɔ g,1.24,3
gik,1,pick,p ɪ k,1.24,3
gus,1,push,p ʊ ʃ,1.24,3
gyek,1,check,tʃ ɛ k,1.24,3
helly,1,head,h ɛ d,1.24,3
hop,1,hope,h oʊ p,1.24,3
jeg,1,yet,j ɛ t,1.24,3
kony,1,call,k ɔ l,1.24,3
leb,1,let,l ɛ t,1.24,3
leny,1,let,l ɛ t,1.24,3
mogy,1,mall,m ɔ l,1.24,3
moh,1,mall,m ɔ l,1.24,3
musz,1,miss,m ɪ s,1.24,3
new,1,net,n ɛ t,1.24,3
nod,1,need,n i d,1.24,3
nyol,1,call,k ɔ l,1.24,3
pod,1,paid,p eɪ d,1.24,3
pozs,1,paul,p ɔ l,1.24,3
rit,1,shit,ʃ ɪ t,1.24,3
rol,1,call,k ɔ l,1.24,3
rud,1,would,w ʊ d,1.24,3
sec,1,shell,ʃ ɛ l,1.24,3
sep,1,ship,ʃ ɪ p,1.24,3
szesz,1,said,s ɛ d,1.24,3
szett,1,said,s ɛ d,1.24,3
tosz,1,talk,t ɔ k,1.24,3
uld,1,old,oʊ l d,1.24,3
zed,1,said,s ɛ d,1.24,3
zol,1,call,k ɔ l,1.24,3
zsol,1,call,k ɔ l,1.24,3
bem,1,them,ð ɛ m,1.24,2
bes,1,bed,b ɛ d,1.24,2
bez,1,says,s ɛ z,1.24,2
bob,1,ball,b ɔ l,1.24,2
bok,1,back,b æ k,1.24,2
bow,1,ball,b ɔ l,1.24,2
bub,1,book,b ʊ k,1.24,2
buc,1,book,b ʊ k,1.24,2
bull,1,book,b ʊ k,1.24,2
bussz,1,book,b ʊ k,1.24,2
ced,1,said,s ɛ d,1.24,2
cil,1,will,w ɪ l,1.24,2
cit,1,shit,ʃ ɪ t,1.24,2
city,1,which,w ɪ tʃ,1.24,2
csek,1,check,tʃ ɛ k,1.24,2
csik,1,pick,p ɪ k,1.24,2
csin,1,been,b ɪ n,1.24,2
csisz,1,this,ð ɪ s,1.24,2
csuk,1,look,l ʊ k,1.24,2
